id,stable_id,subject_id,name_en,name_fr,doc
PROGRAM-dp20-3038,PROGRAM-604,VAC-BWI07,Rehabilitation Services:  Eligible Veterans and other program participants experience improved functional capacity.,Services de réadaptation : La capacité fonctionnelle des vétérans et autres participants admissibles au programme s’améliore.,dp20
PROGRAM-drr19-3039,PROGRAM-608,VAC-BWI08,Veterans have the financial support needed for nursing home type care.,Les vétérans bénéficient d’un soutien financier nécessaire pour les soins du type offert en foyer de soins.,drr19
PROGRAM-dp20-3039,PROGRAM-608,VAC-BWI08,Veterans have the financial support needed for nursing home type care.,Les vétérans bénéficient d’un soutien financier nécessaire pour les soins du type offert en foyer de soins.,dp20
PROGRAM-drr19-3040,PROGRAM-609,VAC-BWI09,Veterans are able to remain healthy and independent in their own homes and communities.,Les vétérans sont en mesure de demeurer en santé et autonomes dans leur propre domicile et au sein de leur collectivité.,drr19
PROGRAM-dp20-3040,PROGRAM-609,VAC-BWI09,Veterans are able to remain healthy and independent in their own homes and communities.,Les vétérans sont en mesure de demeurer en santé et autonomes dans leur propre domicile et au sein de leur collectivité.,dp20
PROGRAM-drr19-3041,PROGRAM-610,VAC-BWI10,Caregivers feel recognized for the support they provide Veterans.,Les aidants naturels se sentent reconnus pour le soutien qu’ils offrent aux vétérans.,drr19
PROGRAM-dp20-3041,PROGRAM-610,VAC-BWI10,Caregivers feel recognized for the support they provide Veterans.,Les aidants naturels se sentent reconnus pour le soutien qu’ils offrent aux vétérans.,dp20
PROGRAM-drr19-3042,PROGRAM-611,VAC-BWI11,"Veterans and their families, in recognition of war service, have timely access to War Veterans Allowance funding to meet basic needs.","Les vétérans et leurs familles, en reconnaissance du service en temps de guerre, ont accès à l’allocation aux anciens combattants dans un délai raisonnable pour répondre à leurs besoins fondamentaux.",drr19
PROGRAM-dp20-3042,PROGRAM-611,VAC-BWI11,"Veterans and their families, in recognition of war service, have timely access to War Veterans Allowance funding to meet basic needs.","Les vétérans et leurs familles, en reconnaissance du service en temps de guerre, ont accès à l’allocation aux anciens combattants dans un délai raisonnable pour répondre à leurs besoins fondamentaux.",dp20
PROGRAM-drr19-3043,PROGRAM-1160,VAC-BWI12,Eligible Veterans and other clients have access to income replacement while their rehabilitation and vocational needs are being assessed.,Les vétérans et les autres clients admissibles ont accès à des prestations de remplacement du revenu pendant que leurs besoins en matière de réadaptation et de formation professionnelle sont évalués.,drr19
PROGRAM-dp20-3043,PROGRAM-1160,VAC-BWI12,Eligible Veterans and other clients have access to income replacement while their rehabilitation and vocational needs are being assessed.,Les vétérans et les autres clients admissibles ont accès à des prestations de remplacement du revenu pendant que leurs besoins en matière de réadaptation et de formation professionnelle sont évalués.,dp20
PROGRAM-drr19-3044,PROGRAM-612,VAC-BWI12,Veterans have timely access to Canadian Forces Income Support funding to meet their needs.,Les vétérans ont accès à l’allocation de soutien du revenu des Forces canadiennes dans un délai raisonnable pour répondre à leurs besoins.,drr19
PROGRAM-dp20-3044,PROGRAM-612,VAC-BWI12,Veterans have timely access to Canadian Forces Income Support funding to meet their needs.,Les vétérans ont accès à l’allocation de soutien du revenu des Forces canadiennes dans un délai raisonnable pour répondre à leurs besoins.,dp20
PROGRAM-drr19-3045,PROGRAM-616,VAC-BWI13,Veterans and their families utilize the Veterans Emergency Fund.,Les vétérans et leurs familles utilisent le programme de Fonds d’urgence pour les vétérans.,drr19
PROGRAM-dp20-3045,PROGRAM-616,VAC-BWI13,Veterans and their families utilize the Veterans Emergency Fund.,Les vétérans et leurs familles utilisent le programme de Fonds d’urgence pour les vétérans.,dp20
PROGRAM-drr19-3046,PROGRAM-617,VAC-BWI14,An umbrella network of diverse partnerships is established.,Un réseau d’encadrement de partenariats divers est établi.,drr19
PROGRAM-drr19-3047,PROGRAM-618,VAC-BWI15,Increased engagement of organizations in projects to improve Veteran and family well-being.,Engagement accru des organismes à l’égard de projets visant à améliorer le bien-être des vétérans et de leur famille.,drr19
PROGRAM-drr19-3048,PROGRAM-613,VAC-BWJ01,"Canadians are aware of, and value, the contributions of Veterans and those who died in service.",Les Canadiens connaissent les contributions des vétérans et de ceux qui sont morts en service et reconnaissent la valeur de ces contributions.,drr19
PROGRAM-dp20-3048,PROGRAM-613,VAC-BWJ01,"Canadians are aware of, and value, the contributions of Veterans and those who died in service.",Les Canadiens connaissent les contributions des vétérans et de ceux qui sont morts en service et reconnaissent la valeur de ces contributions.,dp20
PROGRAM-drr19-3049,PROGRAM-614,VAC-BWJ02,Estates of eligible Veterans have access to financial assistance for a dignified funeral and burial.,Une aide financière est accordée à la succession des vétérans admissibles pour des funérailles et un enterrement dans la dignité.,drr19
PROGRAM-dp20-3049,PROGRAM-614,VAC-BWJ02,Estates of eligible Veterans have access to financial assistance for a dignified funeral and burial.,Une aide financière est accordée à la succession des vétérans admissibles pour des funérailles et un enterrement dans la dignité.,dp20
PROGRAM-drr19-3050,PROGRAM-615,VAC-BWK01,"Issues about the programs, services and support provided to Veterans and their families by the Veterans Affairs Portfolio are identified and addressed.","Les problèmes liés aux programmes, aux services et au soutien offerts aux vétérans et à leur famille par le portefeuille d'Anciens Combattants sont cernés et traités.",drr19
PROGRAM-drr19-3051,PROGRAM-97,PSC-BWB01,A diverse public service,Une fonction publique diversifiée,drr19
PROGRAM-dp20-3051,PROGRAM-97,PSC-BWB01,A diverse public service,Une fonction publique diversifiée,dp20
PROGRAM-drr19-3052,PROGRAM-94,PSC-BWB02,Qualified individuals are hired to deliver results for Canadians,Des personnes qualifiées sont embauchées pour produire des résultats pour l’ensemble de la population canadienne,drr19
PROGRAM-drr19-3053,PROGRAM-95,PSC-BWB03,Useful and accessible data is available to Canadians,Des données utiles et accessibles sont disponibles à l’ensemble de la population canadienne,drr19
PROGRAM-dp20-3053,PROGRAM-95,PSC-BWB03,Useful and accessible data is available to Canadians,Des données utiles et accessibles sont disponibles à l’ensemble de la population canadienne,dp20
PROGRAM-drr19-3054,PROGRAM-96,PSC-BWB03,An efficient approach to oversight,Une approche efficace de la surveillance,drr19
PROGRAM-dp20-3054,PROGRAM-96,PSC-BWB03,An efficient approach to oversight,Une approche efficace de la surveillance,dp20
PROGRAM-drr19-3055,PROGRAM-1164,PSC-BWB03,The Staffing and Non-Partisanship Survey is a valid and effective tool for gathering data on the perception of public servants,Le sondage sur la dotation et l’impartialité politique est un outil valable et efficace pour recueillir des données sur la perception des fonctionnaires,drr19
PROGRAM-dp20-3055,PROGRAM-1164,PSC-BWB03,The Staffing and Non-Partisanship Survey is a valid and effective tool for gathering data on the perception of public servants,Le sondage sur la dotation et l’impartialité politique est un outil valable et efficace pour recueillir des données sur la perception des fonctionnaires,dp20
PROGRAM-drr19-3056,PROGRAM-1165,PSC-BWB03,Effective organizational oversight of staffing,Surveillance organisationnelle efficace de la dotation,drr19
PROGRAM-dp20-3056,PROGRAM-1165,PSC-BWB03,Effective organizational oversight of staffing,Surveillance organisationnelle efficace de la dotation,dp20
PROGRAM-drr19-3057,PROGRAM-104,IPC-BRG01,Canadians use resources and means to exercise their privacy rights and responsibilities,Les Canadiens utilisent les ressources et les moyens disponibles pour exercer leurs droits à la vie privée et assumer leurs responsabilités en matière de protection des renseignements personnels,drr19
PROGRAM-dp20-3057,PROGRAM-104,IPC-BRG01,Canadians use resources and means to exercise their privacy rights and responsibilities,Les Canadiens utilisent les ressources et les moyens disponibles pour exercer leurs droits à la vie privée et assumer leurs responsabilités en matière de protection des renseignements personnels,dp20
PROGRAM-drr19-3058,PROGRAM-105,IPC-BRG01,Preventative actions are taken by public and private sector organizations,Des mesures de prévention sont prises par les organisations des secteurs public et privé,drr19
PROGRAM-dp20-3058,PROGRAM-105,IPC-BRG01,Preventative actions are taken by public and private sector organizations,Des mesures de prévention sont prises par les organisations des secteurs public et privé,dp20
PROGRAM-drr19-3059,PROGRAM-106,IPC-BRG01,Parliamentarians are more informed about privacy implications of proposed bills and government initiatives,Les parlementaires sont mieux informés des répercussions sur la vie privée des projets de loi et des initiatives du gouvernement,drr19
PROGRAM-dp20-3059,PROGRAM-106,IPC-BRG01,Parliamentarians are more informed about privacy implications of proposed bills and government initiatives,Les parlementaires sont mieux informés des répercussions sur la vie privée des projets de loi et des initiatives du gouvernement,dp20
PROGRAM-drr19-3060,PROGRAM-107,IPC-BRG02,Increased Compliance with federal privacy legislation,Conformité accrue aux lois fédérales sur la protection des renseignements personnels,drr19
PROGRAM-dp20-3060,PROGRAM-107,IPC-BRG02,Increased Compliance with federal privacy legislation,Conformité accrue aux lois fédérales sur la protection des renseignements personnels,dp20
PROGRAM-drr19-3061,PROGRAM-108,IPC-BRG02,Canadians’ complaints are resolved,Les plaintes des Canadiens sont résolues,drr19
PROGRAM-dp20-3061,PROGRAM-108,IPC-BRG02,Canadians’ complaints are resolved,Les plaintes des Canadiens sont résolues,dp20
PROGRAM-drr19-3062,PROGRAM-591,PHAC-BVP03,Evidence is used by stakeholders (individual-level change),Les données probantes sont utilisées par les intervenants (changement au niveau individuel),drr19
PROGRAM-drr19-3063,PROGRAM-585,PHAC-BVP01,"Program participants gain resources, knowledge and / or skills","Les participants aux programmes ont obtenu des ressources, acquis des connaissances ou développé des compétences",drr19
PROGRAM-drr19-3064,PROGRAM-586,PHAC-BVP01,Canadians have improved physical and mental health,Les Canadiens et les Canadiennes ont amélioré leur santé physique et mentale,drr19
PROGRAM-dp20-3064,PROGRAM-586,PHAC-BVP01,Canadians have improved physical and mental health,Les Canadiens et les Canadiennes ont amélioré leur santé physique et mentale,dp20
