Year,Department or agency,Age band,Number of employees
2023,Office of the Commissioner of Official Languages Total,Total,167
2023,Office of the Governor General's Secretary,<20,*
2023,Office of the Governor General's Secretary,20-24,27
2023,Office of the Governor General's Secretary,25-29,25
2023,Office of the Governor General's Secretary,30-34,20
2023,Office of the Governor General's Secretary,35-39,22
2023,Office of the Governor General's Secretary,40-44,19
2023,Office of the Governor General's Secretary,45-49,25
2023,Office of the Governor General's Secretary,50-54,20
2023,Office of the Governor General's Secretary,55-59,11
2023,Office of the Governor General's Secretary,60-64,10
2023,Office of the Governor General's Secretary,65+,*
2023,Office of the Governor General's Secretary Total,Total,184
2023,Office of the Intelligence Commissioner,40-44,*
2023,Office of the Intelligence Commissioner,50-54,*
2023,Office of the Intelligence Commissioner Total,Total,6
2023,Office of the Public Sector Integrity Commissioner of Canada,25-29,*
2023,Office of the Public Sector Integrity Commissioner of Canada,30-34,11
2023,Office of the Public Sector Integrity Commissioner of Canada,35-39,6
2023,Office of the Public Sector Integrity Commissioner of Canada,40-44,*
2023,Office of the Public Sector Integrity Commissioner of Canada,45-49,*
2023,Office of the Public Sector Integrity Commissioner of Canada,50-54,*
2023,Office of the Public Sector Integrity Commissioner of Canada,55-59,*
2023,Office of the Public Sector Integrity Commissioner of Canada,60-64,*
2023,Office of the Public Sector Integrity Commissioner of Canada Total,Total,36
2023,Office of the Superintendent of Financial Institutions Canada,<20,10
2023,Office of the Superintendent of Financial Institutions Canada,20-24,51
2023,Office of the Superintendent of Financial Institutions Canada,25-29,78
2023,Office of the Superintendent of Financial Institutions Canada,30-34,117
2023,Office of the Superintendent of Financial Institutions Canada,35-39,164
2023,Office of the Superintendent of Financial Institutions Canada,40-44,210
2023,Office of the Superintendent of Financial Institutions Canada,45-49,161
2023,Office of the Superintendent of Financial Institutions Canada,50-54,172
2023,Office of the Superintendent of Financial Institutions Canada,55-59,88
2023,Office of the Superintendent of Financial Institutions Canada,60-64,62
2023,Office of the Superintendent of Financial Institutions Canada,65+,26
2023,Office of the Superintendent of Financial Institutions Canada Total,Total,1139
2023,Offices of the Information and Privacy Commissioners of Canada,20-24,*
2023,Offices of the Information and Privacy Commissioners of Canada,25-29,38
2023,Offices of the Information and Privacy Commissioners of Canada,30-34,37
2023,Offices of the Information and Privacy Commissioners of Canada,35-39,59
2023,Offices of the Information and Privacy Commissioners of Canada,40-44,49
2023,Offices of the Information and Privacy Commissioners of Canada,45-49,49
2023,Offices of the Information and Privacy Commissioners of Canada,50-54,27
2023,Offices of the Information and Privacy Commissioners of Canada,55-59,17
2023,Offices of the Information and Privacy Commissioners of Canada,60-64,12
2023,Offices of the Information and Privacy Commissioners of Canada,65+,*
2023,Offices of the Information and Privacy Commissioners of Canada Total,Total,304
2023,Parks Canada,<20,15
2023,Parks Canada,20-24,201
2023,Parks Canada,25-29,498
2023,Parks Canada,30-34,604
2023,Parks Canada,35-39,651
2023,Parks Canada,40-44,715
2023,Parks Canada,45-49,695
2023,Parks Canada,50-54,577
2023,Parks Canada,55-59,464
2023,Parks Canada,60-64,279
2023,Parks Canada,65+,111
2023,Parks Canada,Unknown,1
2023,Parks Canada Total,Total,4811
2023,Parole Board of Canada,<20,*
2023,Parole Board of Canada,20-24,29
2023,Parole Board of Canada,25-29,41
2023,Parole Board of Canada,30-34,57
2023,Parole Board of Canada,35-39,62
2023,Parole Board of Canada,40-44,81
2023,Parole Board of Canada,45-49,71
2023,Parole Board of Canada,50-54,62
2023,Parole Board of Canada,55-59,53
2023,Parole Board of Canada,60-64,21
2023,Parole Board of Canada,65+,*
2023,Parole Board of Canada Total,Total,494
2023,Patented Medicine Prices Review Board Canada,20-24,*
2023,Patented Medicine Prices Review Board Canada,25-29,*
2023,Patented Medicine Prices Review Board Canada,30-34,11
2023,Patented Medicine Prices Review Board Canada,35-39,18
2023,Patented Medicine Prices Review Board Canada,40-44,17
2023,Patented Medicine Prices Review Board Canada,45-49,12
2023,Patented Medicine Prices Review Board Canada,50-54,13
2023,Patented Medicine Prices Review Board Canada,55-59,*
2023,Patented Medicine Prices Review Board Canada,60-64,*
2023,Patented Medicine Prices Review Board Canada Total,Total,83
2023,Polar Knowledge Canada,20-24,7
2023,Polar Knowledge Canada,25-29,12
2023,Polar Knowledge Canada,30-34,13
2023,Polar Knowledge Canada,35-39,16
2023,Polar Knowledge Canada,40-44,14
2023,Polar Knowledge Canada,45-49,8
2023,Polar Knowledge Canada,50-54,8
2023,Polar Knowledge Canada,55-59,*
2023,Polar Knowledge Canada,60-64,*
2023,Polar Knowledge Canada,65+,*
2023,Polar Knowledge Canada Total,Total,89
2023,Privy Council Office,<20,*
2023,Privy Council Office,20-24,110
2023,Privy Council Office,25-29,152
2023,Privy Council Office,30-34,171
2023,Privy Council Office,35-39,166
2023,Privy Council Office,40-44,184
2023,Privy Council Office,45-49,156
2023,Privy Council Office,50-54,122
2023,Privy Council Office,55-59,84
2023,Privy Council Office,60-64,45
2023,Privy Council Office,65+,*
2023,Privy Council Office Total,Total,1212
2023,Public Health Agency of Canada,<20,*
2023,Public Health Agency of Canada,20-24,317
2023,Public Health Agency of Canada,25-29,729
2023,Public Health Agency of Canada,30-34,577
2023,Public Health Agency of Canada,35-39,518
2023,Public Health Agency of Canada,40-44,589
2023,Public Health Agency of Canada,45-49,534
2023,Public Health Agency of Canada,50-54,427
2023,Public Health Agency of Canada,55-59,307
2023,Public Health Agency of Canada,60-64,148
2023,Public Health Agency of Canada,65+,*
2023,Public Health Agency of Canada Total,Total,4211
2023,Public Prosecution Service of Canada,<20,*
2023,Public Prosecution Service of Canada,20-24,*
2023,Public Prosecution Service of Canada,25-29,113
2023,Public Prosecution Service of Canada,30-34,158
2023,Public Prosecution Service of Canada,35-39,185
2023,Public Prosecution Service of Canada,40-44,173
2023,Public Prosecution Service of Canada,45-49,171
2023,Public Prosecution Service of Canada,50-54,148
2023,Public Prosecution Service of Canada,55-59,110
2023,Public Prosecution Service of Canada,60-64,52
2023,Public Prosecution Service of Canada,65+,35
2023,Public Prosecution Service of Canada Total,Total,1173
2023,Public Safety Canada,<20,*
2023,Public Safety Canada,20-24,115
2023,Public Safety Canada,25-29,285
2023,Public Safety Canada,30-34,226
2023,Public Safety Canada,35-39,227
2023,Public Safety Canada,40-44,224
2023,Public Safety Canada,45-49,221
2023,Public Safety Canada,50-54,163
2023,Public Safety Canada,55-59,96
2023,Public Safety Canada,60-64,41
2023,Public Safety Canada,65+,*
2023,Public Safety Canada Total,Total,1622
2023,Public Service Commission of Canada,<20,*
2023,Public Service Commission of Canada,20-24,55
2023,Public Service Commission of Canada,25-29,99
2023,Public Service Commission of Canada,30-34,123
2023,Public Service Commission of Canada,35-39,119
2023,Public Service Commission of Canada,40-44,156
2023,Public Service Commission of Canada,45-49,169
2023,Public Service Commission of Canada,50-54,107
2023,Public Service Commission of Canada,55-59,86
2023,Public Service Commission of Canada,60-64,38
2023,Public Service Commission of Canada,65+,*
2023,Public Service Commission of Canada Total,Total,975
2023,Public Services and Procurement Canada,<20,37
2023,Public Services and Procurement Canada,20-24,763
2023,Public Services and Procurement Canada,25-29,1753
2023,Public Services and Procurement Canada,30-34,2103
2023,Public Services and Procurement Canada,35-39,2365
2023,Public Services and Procurement Canada,40-44,2760
2023,Public Services and Procurement Canada,45-49,2689
2023,Public Services and Procurement Canada,50-54,2272
2023,Public Services and Procurement Canada,55-59,1855
2023,Public Services and Procurement Canada,60-64,1067
2023,Public Services and Procurement Canada,65+,450
2023,Public Services and Procurement Canada Total,Total,18114
2023,RCMP External Review Committee,25-29,*
2023,RCMP External Review Committee,30-34,*
2023,RCMP External Review Committee,35-39,7
2023,RCMP External Review Committee,40-44,*
2023,RCMP External Review Committee,45-49,*
2023,RCMP External Review Committee,50-54,*
2023,RCMP External Review Committee,55-59,*
2023,RCMP External Review Committee,65+,*
2023,RCMP External Review Committee Total,Total,25
2023,Registrar of the Supreme Court of Canada,20-24,21
2023,Registrar of the Supreme Court of Canada,25-29,52
2023,Registrar of the Supreme Court of Canada,30-34,33
2023,Registrar of the Supreme Court of Canada,35-39,23
2023,Registrar of the Supreme Court of Canada,40-44,24
2023,Registrar of the Supreme Court of Canada,45-49,29
2023,Registrar of the Supreme Court of Canada,50-54,28
2023,Registrar of the Supreme Court of Canada,55-59,16
2023,Registrar of the Supreme Court of Canada,60-64,13
2023,Registrar of the Supreme Court of Canada,65+,9
2023,Registrar of the Supreme Court of Canada Total,Total,248
2023,Royal Canadian Mounted Police,<20,19
2023,Royal Canadian Mounted Police,20-24,485
2023,Royal Canadian Mounted Police,25-29,1038
2023,Royal Canadian Mounted Police,30-34,992
2023,Royal Canadian Mounted Police,35-39,1150
2023,Royal Canadian Mounted Police,40-44,1395
2023,Royal Canadian Mounted Police,45-49,1298
2023,Royal Canadian Mounted Police,50-54,1229
2023,Royal Canadian Mounted Police,55-59,972
2023,Royal Canadian Mounted Police,60-64,561
2023,Royal Canadian Mounted Police,65+,247
2023,Royal Canadian Mounted Police Total,Total,9386
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians,25-29,*
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians,30-34,*
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians,40-44,*
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians,45-49,*
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians,50-54,*
2023,Secretariat of the National Security and Intelligence Committee of Parliamentarians Total,Total,9
2023,Shared Services Canada,<20,30
2023,Shared Services Canada,20-24,485
2023,Shared Services Canada,25-29,796
2023,Shared Services Canada,30-34,784
2023,Shared Services Canada,35-39,923
2023,Shared Services Canada,40-44,1268
2023,Shared Services Canada,45-49,1388
2023,Shared Services Canada,50-54,1351
2023,Shared Services Canada,55-59,1082
2023,Shared Services Canada,60-64,575
2023,Shared Services Canada,65+,197
2023,Shared Services Canada Total,Total,8879
2023,Social Sciences and Humanities Research Council of Canada,20-24,*
2023,Social Sciences and Humanities Research Council of Canada,25-29,36
2023,Social Sciences and Humanities Research Council of Canada,30-34,56
2023,Social Sciences and Humanities Research Council of Canada,35-39,43
2023,Social Sciences and Humanities Research Council of Canada,40-44,59
2023,Social Sciences and Humanities Research Council of Canada,45-49,52
2023,Social Sciences and Humanities Research Council of Canada,50-54,42
2023,Social Sciences and Humanities Research Council of Canada,55-59,27
2023,Social Sciences and Humanities Research Council of Canada,60-64,11
2023,Social Sciences and Humanities Research Council of Canada,65+,*
2023,Social Sciences and Humanities Research Council of Canada Total,Total,341
2023,Statistical Survey Operations,<20,*
2023,Statistical Survey Operations,20-24,*
2023,Statistical Survey Operations,25-29,129
2023,Statistical Survey Operations,30-34,120
2023,Statistical Survey Operations,35-39,138
2023,Statistical Survey Operations,40-44,151
2023,Statistical Survey Operations,45-49,174
2023,Statistical Survey Operations,50-54,192
2023,Statistical Survey Operations,55-59,236
2023,Statistical Survey Operations,60-64,255
2023,Statistical Survey Operations,65+,274
2023,Statistical Survey Operations Total,Total,1732
2023,Statistics Canada,<20,*
2023,Statistics Canada,20-24,252
2023,Statistics Canada,25-29,840
2023,Statistics Canada,30-34,778
2023,Statistics Canada,35-39,796
2023,Statistics Canada,40-44,862
2023,Statistics Canada,45-49,871
2023,Statistics Canada,50-54,815
2023,Statistics Canada,55-59,612
2023,Statistics Canada,60-64,287
2023,Statistics Canada,65+,*
2023,Statistics Canada Total,Total,6219
2023,The Correctional Investigator Canada,20-24,*
2023,The Correctional Investigator Canada,25-29,*
2023,The Correctional Investigator Canada,30-34,*
2023,The Correctional Investigator Canada,35-39,*
2023,The Correctional Investigator Canada,40-44,8
2023,The Correctional Investigator Canada,45-49,*
2023,The Correctional Investigator Canada,50-54,*
2023,The Correctional Investigator Canada,55-59,*
2023,The Correctional Investigator Canada,65+,*
2023,The Correctional Investigator Canada Total,Total,36
2023,Transport Canada,<20,9
2023,Transport Canada,20-24,278
2023,Transport Canada,25-29,600
2023,Transport Canada,30-34,614
2023,Transport Canada,35-39,752
2023,Transport Canada,40-44,928
2023,Transport Canada,45-49,889
2023,Transport Canada,50-54,854
2023,Transport Canada,55-59,726
2023,Transport Canada,60-64,449
