original_name,standardized_name
Port Electric Solutions Inc,Port Electric Solutions Inc
Port Rexton Brewing Company Ltd,Port Rexton Brewing Company Ltd
Port de Grave Peninsula Heritage Society Inc,Port de Grave Peninsula Heritage Society Inc
Port de Havre-Saint-Pierre,Port de Havre-Saint-Pierre
Port of Argentia Inc,Port of Argentia Inc
Port of Johnstown,Port of Johnstown
Port of Sept-Îles,Port of Sept-Îles
Port of Sydney Development Corporation,Port of Sydney Development Corporation
Port-Style Enterprises Inc,Port-Style Enterprises Inc
Portable Electric Ltd,Portable Electric Ltd
Portable Electric Ltd.,Portable Electric Ltd
Portage & Main Development Ltd,Portage & Main Development Ltd
Portage & Main Press Limited,Portage & Main Press Ltd
Portage La Prairie Community Revitalization Corporation,Portage la Prairie Community Revitalization Corporation
Portage La Prairie School Division #24,Portage la Prairie School Division #24
Portage Learning & Literacy Centre Inc,Portage Learning and Literacy Centre Inc
Portage Learning and Literacy Centre Inc,Portage Learning and Literacy Centre Inc
Portage la Prairie Community Revitalization Corporation,Portage la Prairie Community Revitalization Corporation
Portail VIH/sida du Québec Inc,Portail VIH/sida du Québec Inc
Portail de l'immigrant association de Calgary,Portail de l'immigrant association de Calgary
Portal Crane Parts Ltd,Portal Crane Parts Ltd
Portes Gensteel Inc,Portes Gensteel Inc
Portes Milette Inc,Portes Milette Inc
Portes et fenêtres Abritek Inc,Portes et fenêtres Abritek Inc
Portfolio Entertainment inc,Portfolio Entertainment inc
Portl Media Inc,Portl Media Inc
Portugal Cove Agrifood Processing Ltd,Portugal Cove Agrifood Processing Ltd
Portugal Cove Hotel LP,Portugal Cove Hotel LP
Poseidon Ocean Systems Ltd,Poseidon Ocean Systems Ltd
Positive Action for the Keppoch Society,Positive Action for the Keppoch Society
Positive Discipline in Everyday Life Inc,Positive Discipline in Everyday Life Inc
Positive Living Fraser Valley Society,Positive Living Fraser Valley Society
Positive Living Niagara,Positive Living Niagara
Positive Living North No Kheyoh T'Sih'En T'Sehena Society,Positive Living North
Positive Space Nunavut,Positive Space Nunavut
Positive Venture Group Inc,Positive Venture Group Inc
Positively Charged Co Inc,Positively Charged Co Inc
Positron Access Solutions Corp,Positron Access Solutions Corp
Poss Design Ltd,Poss Design Ltd
Possibilities Recovery Center Inc,Possibilities Recovery Center Inc
Possibilities Trading Corp.,Possibilities Trading Corp
Possibility Seeds Inc,Possibility Seeds Inc
Possibility Seeds Inc.,Possibility Seeds Inc
Post City Magazines Inc,Post City Magazines Inc
Post City Magazines Inc.,Post City Magazines Inc
Post Citymagazines Inc,Post City Magazines Inc
Post-Secondary Education Training and Labour,Post-Secondary Education Training and Labour
Postma Dairy Ltd,Postma Dairy Ltd
Postmedia Network Inc,Postmedia Network Inc
Potent Technology Corp,Potent Technology Corp
Potential Motors Inc,Potential Motors Inc
Potlotek Band,Potlotek Band
Potlotek First Nation,Potlotek First Nation
Potluck Cafe (2003) Society,Potluck Café Society
Potter Settlement Artisan Wines Inc,Potter Settlement Artisan Wines Inc
Pouch Cove Lions Club Corp,Pouch Cove Lions Club Corp
Poulets Mbl Inc,Poulets Mbl Inc
Poultry 315,Poultry 315
Poundmaker Band,Poundmaker Band
Poundmaker Cree Nation,Poundmaker Cree Nation
Pourvoirie Le Triolet Inc,Pourvoirie Le Triolet Inc
Pourvoirie Maxime M et D 2018 Inc,Pourvoirie Maxime M et D 2018 Inc
Pourvoirie du Domaine Vanier 2016 Inc,Pourvoirie du Domaine Vanier 2016 Inc
PowderKeg Labs Inc,PowderKeg Labs Inc
Powderkeg Labs Inc,Powderkeg Labs Inc
Powderkeg Labs Inc (Getquorum),Powderkeg Labs Inc (Getquorum)
Powell River Educational Services Society (PRESS),Powell River Educational Services Society (PRESS)
Powell River Employment Program Society,Powell River Employment Program Society
Powell River Salmon Society,Powell River Salmon Society
Powell Street Festival Society,Powell Street Festival Society
Power Commission of The City of Saint John,The Power Commission of the City of Saint John
Power HV Inc,Power HV Inc
Power Pentecostal Assembly Fellowship,Power Pentecostal Assembly Fellowship
Power to Change,Power to Change
Power to Girls Foundation,Power to Girls Foundation
PowerTree Inc,PowerTree Inc
Powerlace Technologies Inc,Powerlace Technologies Inc
Powernoodle Inc,Powernoodle Inc
Powwow Times,Powwow Times
Pradhan Dental,Pradhan Dental
Praemo Inc,Praemo Inc
PragmaClin Research Inc,PragmaClin Research Inc
Prairie Aboriginal Tech Services Ltd,Prairie Aboriginal Tech Services Ltd
Prairie Aboriginal Tech Services Ltd.,Prairie Aboriginal Tech Services Ltd.
Prairie Agricultural Machinery Institute,Prairie Agricultural Machinery Institute
Prairie Automotive Group,Prairie Automotive Group
Prairie Berries Inc,Prairie Berries Inc
Prairie Bible Institute,Prairie Bible Institute
Prairie Branches Enterprises Inc,Prairie Branches Enterprises Inc
Prairie Branches Enterprises Inc.,Prairie Branches Enterprises Inc
Prairie Climate Centre,Prairie Climate Centre
Prairie Crocus Rural Internet,Prairie Crocus Rural Internet
Prairie Diagnostic Services Inc,Prairie Diagnostic Services Inc
Prairie Energy Resources Inc,Prairie Energy Resources Inc
Prairie Fava Ltd,Prairie Fava Ltd
Prairie Fusion - Arts and Entertainment Inc.,Prairie Fusion - Arts and Entertainment Inc
Prairie Gallery Society,Prairie Gallery Society
Prairie Grain Analyzers Inc,Prairie Grain Analyzers Inc
Prairie Harm Reduction Inc,Prairie Harm Reduction Inc
Prairie Land School Division,Prairie Land School Division
Prairie Lithium Corp,Prairie Lithium Corporation
Prairie Lithium Corporation,Prairie Lithium Corporation
Prairie Mountain Health,Prairie Mountain Health
Prairie Newspaper Group Limited Partnership,Prairie Newspaper Group Limited Partnership
Prairie Oat Growers Association,Prairie Oat Growers Association
Prairie Organic Development Fund,Prairie Organic Development Fund
Prairie Pride Natural Foods Inc,Prairie Pride Natural Foods Inc
Prairie Sky School Inc,Prairie Sky School Inc
Prairie Spirit Connections Inc,Prairie Spirit Connections Inc
Prairie Spirit Connections Inc.,Prairie Spirit Connections Inc
Prairie Spirit School Division No 206,Prairie Spirit School Division No 206
Prairie Spirit School Division No. 206,Prairie Spirit School Division No 206
Prairie Sun Pub and Brewery Inc,Prairie Sun Pub and Brewery Inc
Prairie Valley School Division No 208,Prairie Valley School Division No. 208
Prairie Valley School Division No. 208,Prairie Valley School Division No. 208
Prairie West Dairy,Prairie West Dairy
Prairie West Ice Cream Inc,Prairie West Ice Cream Inc
Prairie's Edge Development Corporation,Prairie's Edge Development Corporation
Prairiehome Hutterian Brethren,Prairiehome Hutterian Brethren
Pramana Pharmaceuticals Inc,Pramana Pharmaceuticals Inc
Pratico Édition Inc.,Pratico Édition Inc.
Pratico Éditions Inc,Pratico Éditions Inc
Pratico édition Inc,Pratico édition Inc.
Pratico-Pratiques Inc,Pratico-Pratiques Inc
Pratico-Pratiques Inc.,Pratico-Pratiques Inc
Pratt & Whitney Canada Corp,Pratt & Whitney Canada Inc
Pratt'S Ltd,Pratt's Ltd
Pratt'S Ltd.,Pratt's Ltd
Pratt's Ltd.,Pratt's Ltd
Pravala Networks ULC,Pravala Networks ULC
Praxis Consulting Ltd,Praxis Consulting Ltd
Praxis Spinal Cord Institute,Praxis Spinal Cord Institute
Precambrian Products Inc,Precambrian Products Inc
Precimold Inc,Precimold Inc
Precise Design Engineering Solutions Ltd,Precise Design Engineering Solutions Ltd
Preciseley Microtechnology Corp,Preciseley Microtechnology Corp
Precision ADM,Precision ADM
Precision ADM Medical Inc,Precision ADM Medical Inc
Precision AI Inc,Precision AI Inc
Precision Ai Inc,Precision Ai Inc
Precision BioLogic Inc,Precision BioLogic Inc
Precision BioLogic Incorporated,Precision BioLogic Inc
Precision Biomonitoring Inc,Precision Biomonitoring Inc
Precision Hyundai,Precision Hyundai
Precision Microdynamics Inc,Precision Microdynamics Inc
Precision NanoSystems Inc,Precision Nanosystems Inc
Precision NanoSystems ULC,Precision Nanosystems ULC
Precision Nanosystems Inc,Precision Nanosystems Inc
Precision Nanosystems ULC,Precision Nanosystems Inc
Precision Resource Canada Ltd,Precision Resource Canada Ltd
PrecisionOS Technology Inc,Precisionos Technology Inc
Precisionos Technology Inc,Precisionos Technology Inc
Preferred Energy Inc,Preferred Energy Inc
Prelco Inc,Prelco Inc
Premier Acte,Premier Acte
Premier Horticulture Ltd,Premier Horticulture Ltd
Premier Horticulture Ltée,Premier Horticulture Ltd
Premier Kosher Inc,Premier Kosher Inc
Premier Packaging Services Inc,Premier Packaging Services Inc
Premier Packaging Services Ltd,Premier Packaging Services Inc
Premier Quality Genetics Inc,Premier Quality Genetics Inc
Premier Tech Digital Ltd,Premier Tech Digital Ltd
Premier Tech Digital Ltée,Premier Tech Digital Ltée
Premier Tech Home & Garden Inc,Premier Tech Home & Garden Inc
Premier Truck Group,Premier Truck Group
Premiere Nation Des Innus De Nutashkuan,Premiere Nation des Innus De Nutashkuan
Premiere Nation Malecite De Viger,Première Nation Malecite De Viger
Premiere Nation Wolastoqiyik (Malecite) Wahsipekuk,Première Nation Wolastoqiyik (Malécite) Wahsipekuk
Premiere Nation des Innus De Nutashkuan,Premiere Nation des Innus De Nutashkuan
Premiere Nation des Innus de Nutashkuan,Premiere Nation des Innus de Nutashkuan
Premium Brands Holdings Corporation,Premium Brands Holdings Corporation
Premium Seafoods Limited,Premium Seafoods Limited
Premium Seafoods Ltd,Premium Seafoods Ltd
Première Nation Des Abénakis De Wôlinak,Première Nation des Abénakis De Wôlinak
Première Nation Des Innus De Nutashkuan,Première Nation Des Innus De Nutashkuan
Première Nation Des Pekuakamiulnuatsh,Première Nation des Pekuakamiulnuatsh
Première Nation Malecite de Viger,Première Nation Malecite De Viger
Première Nation Malécite de Viger,Première Nation Malécite de Viger
Première Nation Wolastoqiyik (Malécite) Wahsipekuk,Première Nation Wolastoqiyik (Malécite) Wahsipekuk
Première Nation Wolastoqiyik Wahsipekuk,Première Nation Wolastoqiyik Wahsipekuk
Première Nation des Abénakis de Wôlinak,Première Nation des Abénakis de Wôlinak
Première Nation des Innus de Nutashkuan,Première Nation Des Innus De Nutashkuan
Première Nation des Pekuakamiulnuatsh,Première Nation des Pekuakamiulnuatsh
Premont Foods Inc,Premont Foods Inc
Preparatory Commission for the comprehensive Nuclear-Test-Ban Treaty Organization,Preparatory Commission for the comprehensive Nuclear-Test-Ban Treaty Organization
Prepr Foundation,Prepr Foundation
Presbyterian Church in Canada,The Presbyterian Church in Canada
Prescott-Russell Community Development Corporation,Prescott-Russell Community Development Corporation
Presentation House Cultural Society,Presentation House Cultural Society
President And Fellows Of Harvard College,President And Fellows Of Harvard College
President And Fellows of Harvard College,President and Fellows of Harvard College
President and Fellows of Harvard College,President and Fellows of Harvard College
President and Fellows of Middlebury College,President and Fellows of Middlebury College
PressReader Inc,PressReader Inc
Presse-Ouest Ltée,Presse-Ouest Ltée
Presses Aventure Inc,Presses Aventure Inc
Presteve Foods Limited,Presteve Foods Limited
Prestige Auto Group,Prestige Auto Group
Prestige Ford Inc,Prestige Ford Inc
Prestige Glass International Inc,Prestige Glass International Inc
Preston Chevrolet Buick GMC Cadillac,Preston Chevrolet Buick GMC Cadillac
PrevTech Innovations Inc,Prevtech Innovations Inc
Prevtech Innovations Inc,Prevtech Innovations Inc
Prevu3D Inc,Prevu3D Inc
Prevue HR Systems Inc,Prevue HR Systems Inc
Pricerazzi Inc,Pricerazzi Inc
Pricewaterhouse Coopers,Pricewaterhouse Coopers
PricewaterhouseCoopers,Pricewaterhouse Coopers
PricewaterhouseCoopers LLP,Pricewaterhouse Coopers
PricewaterhouseCoopers Limited,Pricewaterhouse Coopers
Pride Calgary Planning Committee,Pride Calgary Planning Committee
Pride Signs Limited,Pride Signs Limited
Pride Toronto,Pride Toronto
Pride in Art Society,Pride in Art Society
Primare International Ltd,Primare International Ltd
Primary Peptides Inc,Primary Peptides Inc
Primate's World Relief and Development Fund,Primate's World Relief and Development Fund
Prime Enterprises Inc,Prime Enterprises Inc
Prime Real Estate Group Inc,Prime Real Estate Group Inc
Princar Holsteins Ltd,Princar Holsteins Ltd
Prince Albert & District Community Service Centre,Prince Albert & District Community Service Centre
Prince Albert Aboriginal Head Start Program Inc,Prince Albert Aboriginal Head Start Program Inc
Prince Albert Development Corporation,Prince Albert Development Corporation
Prince Albert Development Corporation Management Company Ltd,Prince Albert Development Corporation Management Company Ltd
Prince Albert Development Corporation Management Corporation Ltd,Prince Albert Development Corporation Management Corporation Ltd
Prince Albert Early Childhood Intervention Program Inc,Prince Albert Early Childhood Intervention Program Inc
Prince Albert Early Childhood Intervention Program Inc.,Prince Albert Early Childhood Intervention Program Inc
Prince Albert Grand Council,Prince Albert Grand Council
Prince Albert Group Homes Society,Prince Albert Group Homes Society
Prince Albert Indian Métis Friendship Centre Corporation,Prince Albert Indian Métis Friendship Centre Corporation
Prince Albert Metis Nation,Prince Albert Metis Nation
Prince Albert Metis Women's,Metis Women's Association of Prince Albert
Prince Albert Metis Women's Association,Metis Women's Association of Prince Albert
Prince Albert Metis Women's Association Inc,Metis Women's Association of Prince Albert
Prince Albert Mobile Crisis Unit Co-operative Ltd,Prince Albert Mobile Crisis Unit Co-operative Ltd
Prince Albert Model Forest Association Inc,Prince Albert Model Forest Association Inc
Prince Albert Métis Women's Association,Metis Women's Association of Prince Albert
Prince Albert Métis Women's Association Inc,Metis Women's Association of Prince Albert
Prince Albert Métis Women's Association Inc.,Prince Albert Métis Women's Association Inc
Prince Albert Roman Catholic Separate School Division No. 6,Prince Albert Roman Catholic Separate School Division No. 6
Prince Albert Roman Catholic Separate School Division No.6,Prince Albert Roman Catholic Separate School Division No.6
Prince Albert and District Community Futures Development Corporation,Prince Albert and District Community Futures Development Corporation
Prince Edward Aqua Farms Inc,Prince Edward Aqua Farms Inc
Prince Edward County,Prince Edward County
Prince Edward County Winegrowers Association,Prince Edward County Winegrowers Association
Prince Edward Island Agricultural Insurance Corporation,Prince Edward Island Agricultural Insurance Corporation
Prince Edward Island Aquaculture Alliance,Prince Edward Island Aquaculture Alliance Inc
Prince Edward Island Aquaculture Alliance Inc,Prince Edward Island Aquaculture Alliance Inc
Prince Edward Island Association of Community Business Development Corporations,Prince Edward Island Association of Community Business Development Corporations
Prince Edward Island BioAlliance,Prince Edward Island Bioalliance
Prince Edward Island BioAlliance Inc,Prince Edward Island BioAlliance Inc
Prince Edward Island Brewing Company Ltd,Prince Edward Island Brewing Company Ltd
Prince Edward Island Business Women's Association Inc,Prince Edward Island Business Women's Association Inc
"Prince Edward Island Coalition for Women in Government, Inc.","Prince Edward Island Coalition for Women in Government, Inc."
Prince Edward Island Department of Justice and Public Safety,Prince Edward Island Department of Justice and Public Safety
Prince Edward Island Energy Corporation,Prince Edward Island Energy Corporation
Prince Edward Island Farm Center Association Inc,Prince Edward Island Farm Center Association Inc
Prince Edward Island Fishermen's Association,Prince Edward Island Fishermen's Association
Prince Edward Island Ground Search and Rescue,Prince Edward Island Ground Search and Rescue
Prince Edward Island Hog Commodity Marketing Board,Prince Edward Island Hog Commodity Marketing Board
Prince Edward Island Home and School Federation,Prince Edward Island Home and School Federation
Prince Edward Island Human Rights Commission,Prince Edward Island Human Rights Commission
Prince Edward Island Humane Society,Prince Edward Island Humane Society
Prince Edward Island International Shellfish Festival Inc,Prince Edward Island International Shellfish Festival Inc
