year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2019,8118,Measured via quality assurance reports. The standard is met 100% of the time,Mesuré au moyen de rapports d'assurance de la qualité. La norme est respectée 100% du temps,100.0,100,37026,37026,1
2019,8119,Measured via telephone reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,16993,27903,0
2019,8120,,,90.0,100,58601,72236,0
2019,8121,,,100.0,100,1215,1215,1
2019,8122,,,95.0,100,43,45,1
2019,8123,,,100.0,100,30,30,1
2019,8124,,,85.0,100,53,57,1
2019,8125,,,90.0,100,853,859,1
2019,8126,,,90.0,100,10,12,0
2019,8127,,,90.0,100,12,13,1
2019,8128,,,90.0,100,2,4,0
2019,8129,,,90.0,100,8,8,1
2019,8130,"Note: The Service Standard was established in the fourth quarter of the Fiscal Year 2019-2020, as such total annual business volume and annual business volume satisfying standard only reflect data from that period.","Remarque : La norme de service a été établie au cours du quatrième trimestre de 2019-2020, alors le volume d’activité annuel total et le volume d’activité annuel satisfaisant à la norme ne reflètent que les données de cette période",80.0,100,88,98,1
2019,8131,"Note: The Service Standard was established in the fourth quarter of the Fiscal Year 2019-2020, as such total annual business volume and annual business volume satisfying standard only reflect data from that period.","Remarque : La norme de service a été établie au cours du quatrième trimestre de 2019-2020, alors le volume d’activité annuel total et le volume d’activité annuel satisfaisant à la norme ne reflètent que les données de cette période.",80.0,100,32,37,1
2019,8132,"Note: The Service Standard was established in the fourth quarter of the Fiscal Year 2019-2020, as such total annual business volume and annual business volume satisfying standard only reflect data from that period.","Remarque : La norme de service a été établie au cours du quatrième trimestre de 2019-2020, alors le volume d’activité annuel total et le volume d’activité annuel satisfaisant à la norme ne reflètent que les données de cette période.",80.0,100,31,31,1
2019,8133,All reports are generated within 3 seconds (100%),Tous les rapports sont générés dans les 3 secondes (100%),90.0,100,5900000,5900000,1
2019,8134,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,23,23,1
2019,8135,Measured via quality assurance reports. The standard is met 100% of the time,Mesuré au moyen de rapports d'assurance de la qualité. La norme est respectée 100% du temps,100.0,100,9863,9863,1
2019,8136,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie.,90.0,100,9,14,0
2019,8137,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,22,23,1
2019,8138,"In 2019-20, 95% of claims for losses were processed within 20 days.","En 2019-2020, 95 % des demandes relatives à des pertes ont été traitées dans les 20 jours.",90.0,100,646,680,1
2019,8139,Applications received online and by mail. Only one service standard.,Demandes reçues en ligne et par courrier.  Seulement une norme de service.,95.0,100,510670,527116,1
2022,813,,,0.0,100,0,0,0
2020,813,,,0.0,100,0,0,1
2021,813,,,0.0,100,0,0,0
2019,8140,Measured via quality assurance reports. The standard is met 100% of the time,Mesuré au moyen de rapports d'assurance de la qualité. La norme est respectée 100% du temps,100.0,100,18441,18441,1
2019,8143,Measured via enquiry reports,Mesuré au moyen de rapports sur les demandes.,90.0,100,143,145,1
2019,8145,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie.,90.0,100,52,86,0
2019,8146,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,137,145,1
2019,8147,Measured via telephone reports.,Mesuré au moyen de rapports de téléphonie.,90.0,100,63,104,0
2019,8148,Measured via quality assurance reports. The standard is met 100% of the time.,Mesuré au moyen de rapports d’assurance de la qualité. La norme est respectée 100 % du temps.,100.0,100,11014,11014,1
2019,8149,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,138,146,1
2019,8150,Measured via enquiry reports.,Mesuré au moyen de rapports sur les demandes.,90.0,100,144,146,1
2019,8151,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré au moyen de rapports sur les interruptions. Rendre l’information accessible constitue l’un des aspects importants de nos activités. C’est pourquoi nous nous engageons à fournir l’information sur divers supports, comme en format audio, en braille et en gros caractères, afin de répondre aux besoins des personnes handicapées.",100.0,100,11014,11014,1
2019,8152,,,90.0,100,14211,20161,0
2019,8153,,,90.0,100,10833,11034,1
2019,8154,,,90.0,100,5200,5455,1
2019,8155,,,90.0,100,6864,6954,1
2019,8156,,,90.0,100,13638,14000,1
2019,8157,,,90.0,100,5041,5153,1
2019,8159,,,90.0,100,2387,2424,1
2019,8160,,,90.0,100,23621,24248,1
2019,8161,,,90.0,100,7964,9567,0
2019,8162,,,90.0,100,15866,16371,1
2019,8163,,,80.0,100,17,41,0
2019,8164,,,90.0,100,24202,37512,0
2019,8165,,,90.0,100,177,177,1
2019,8166,,,90.0,100,56,88,0
2019,8167,"1. The service standard for Access to Information Requests (the vast majority of business volume) is 30 days. The service standard for Privacy Requests is 60 days.

2. The total annual business volume of 851 represents the total combination of both Access to Information and Privacy Requests that were finalized in 2019-2020 not the total number of new requests received (which is 952)","1. La norme de service pour les demandes d’accès à l’information (la grande majorité du volume d’affaires) est de 30 jours. La norme de service pour les demandes relatives à des renseignements personnels est de 60 jours.



2. Le volume d’affaires annuel total de 851 demandes représente la combinaison totale des demandes d’accès à l’information et des demandes relatives à des renseignements personnels qui ont été finalisées en 2019-2020, et non le nombre total de nouvelles demandes reçues (qui est de 952).",100.0,100,689,851,0
2019,8168,This service standard is calculated based on the number of document requests and also includes the number of publication requests. A single document order can contain multiple document requests.,Cette norme de service est calculée à partir du nombre de requêtes de documents et inclut aussi le nombre de requêtes de publications. Une seule commande peut inclure plusieurs requêtes de documents.,90.0,100,8735,10025,0
2019,8169,,,95.0,100,251,316,0
2019,8170,,,95.0,100,6118,6215,1
2019,8171,The volume is lower than the total number of telephone enquiries as the service standard is calculated on the enquiries that were actually handled and recorded in the internal system and not the total number of enquiries that were only received.,"Le volume est plus bas que le total du nombre de requêtes par téléphone, car la norme de service est calculée à partir du nombre d’appels traités et enregistrés dans le système interne, et non du nombre total d’appels reçus seulement.",95.0,100,38182,38401,1
2019,8172,,,90.0,100,15234,15250,1
2019,8174,,,90.0,100,492,549,1
2019,8175,,,90.0,100,208,226,1
2019,8176,,,90.0,100,222,226,1
2019,8177,,,90.0,100,61,62,1
2019,8178,,,90.0,100,26,26,1
2019,8179,,,90.0,100,25,26,1
2019,8181,,,90.0,100,27,27,1
2019,8182,,,90.0,100,20,20,1
2019,8185,The ratio of case managed Veterans to Case Managers = 31.8:1,Le ratio des clients des services de gestion de case par rapport aux gestionnaires de cas = 31.8:1.,0.0,100,0,0,0
