"dept_code","type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"SSHRC","g","Indirect Costs of Research","Coûts indirects de la recherche",331655760,331638911,331624374,331624374,212403000,212403000,0,0,0,0
"SSHRC","g","Grants and Scholarships","Subventions et bourses",243359108,243349838,245505854,245505854,254219882,251910561,257251701,257179544,278824567,278818799
"SSHRC","g","Canada First Research Excellence Fund","Fonds d'excellence en recherche Apogée Canada",0,0,0,0,0,0,1912757,1912756,7398817,7398817
"SSHRC","g","Canada Excellence Research Chairs","Chaires d’excellence en recherche du Canada",0,0,0,0,0,0,0,0,1250000,1250000
"SWC","c","Women's Program—Contributions to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme – Contributions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",4283334,4137046,4731628,4731628,4460277,4460277,4857119,4857118,5120000,5120000
"SWC","g","Women's Program—Grants to women's and other voluntary organizations for the purpose of furthering women's participation in Canadian society","Programme de promotion de la femme – Subventions à des organismes de femmes et à d'autres organismes bénévoles dans le but de promouvoir la participation des femmes à la société canadienne",14750000,14750000,14301705,14301705,14573056,14573055,14677882,13427882,15510000,15360000
"TBC","c","Contributions to the Open Government Partnership","Contributions au Partenariat pour un gouvernement ouvert",0,0,0,0,0,0,0,0,531560,531560
"TBC","c","International Public Sector Accounting Standards Board","Conseil des normes comptables internationales du secteur public",200000,200000,200000,200000,200000,200000,200000,200000,200000,200000
"TBC","c","Organisation for Economic Co-operation and Development","Organisation de coopération et de développement économique",32400,32400,3600,3600,25000,25000,0,0,0,0
"TBC","c","Research and Policy Initiatives Assistance Program","Programme de soutien d'initiatives stratégiques et de recherche",33000,33000,53000,53000,70000,70000,0,0,0,0
"TBC","o","(S) Payments under the Public Service Pension Adjustment Act","(S) Versements en vertu de la Loi sur la mise au point des pensions du service public",1046,1046,4603,4603,5708,5708,3238,3238,355,355
"TBC","o","Payments, in the nature of Workers' Compensation, in accordance with the Public Service Income Benefit Plan for Survivors of Employees Slain on Duty","Paiements, sous forme d'indemnités pour des accidents du travail, conformément aux régimes de la fonction publique de prestations versées aux survivants des employés décédés dans l'exercice de leurs fonctions",495000,344293,322784,322784,495000,388297,495000,326513,495000,372849
"TBC","o","Special Indemnity Plan for Spouses of Canadian Forces Attachés","Régime spécial d'indemnisation pour les conjoints des attachés des Forces canadiennes",5000,4606,4679,4679,5000,3533,5000,4795,5000,4852
"TC","c","Contribution to the Province of Prince Edward Island for policing services in respect of the Confederation Bridge","Contribution à la province de l'Île-du-Prince-Édouard pour des services de maintien de l'ordre à l'égard du pont de la Confédération",282000,265220,287000,287000,4000,0,0,0,0,0
"TC","c","Airports policing contribution program","Programme de contribution aux services de police dans les aéroports",1294000,1278692,0,0,0,0,0,0,0,0
"TC","c","Contribution of the Strategic highway infrastructure program for the Intelligent transportation system","Contribution du Programme stratégique d'infrastructure routière pour le Système de transport intelligent",1005466,1005466,993101,635326,0,0,0,0,0,0
"TC","c","Contribution to selected stakeholder groups in British Columbia to support a Regional public engagement strategy program","Contribution à des groupes d'intervenants choisis en Colombie-Britannique pour appuyer une stratégie de mobilisation régionale du public",450000,0,0,0,0,0,0,0,0,0
"TC","c","Security and prosperity partnership of North America","Partenariat nord-américain pour la sécurité et la prospérité",2073728,1151064,444454,360492,0,0,0,0,0,0
"TC","c","Yarmouth Ferry Terminal Improvement Program","Programme d'amélioration de la gare maritime de Yarmouth",0,0,2500000,2500000,0,0,0,0,0,0
"TC","g","Rail Safety Improvement Program","Programme d'amélioration de la sécurité ferroviaire",0,0,0,0,0,0,0,0,500000,0
"TC","c","Port Asset Transfer Program","Programme de transfert des biens portuaires",0,0,0,0,0,0,0,0,5386457,5375382
"TC","c","Rail Safety Improvement Contribution Program","Programme d'amélioration de la sécurité ferroviaire",0,0,0,0,0,0,0,0,1005000,20000
"TC","c","Participant Funding Program for Reviews Related to Fish, Fish Habitat and Navigation","Programme de Fonds d’aide financière aux participants pour les examens liés aux poissons, à leur habitat et à la navigation",0,0,0,0,0,0,0,0,1954323,1863835
"TC","c","Contribution to the Greater Moncton International Airport Authority Inc for the Renaming of the Greater Moncton International Airport","Contribution à la direction de l'Aéroport international du Grand Moncton Inc pour rebaptiser l'aéroport international du Grand Moncton",0,0,0,0,0,0,0,0,95000,95000
"TC","c","Contribution Program for the Centre of Excellence for Marine Transportation of Oil and Liquefied Natural Gas","Contribution pour le Centre d'excellence pour le transport maritime des hydrocarbures et du gaz naturel liquéfié",0,0,0,0,0,0,3700000,849600,1360416,781847
"TC","g","Port Asset Transfer Program","Programme de transfert des biens portuaires",0,0,0,0,0,0,50000,0,1020980,0
"TC","g","Community Participation Funding Program","Programme de financement de la participation communautaire",0,0,0,0,0,0,800000,11100,547214,275618
"TC","c","Canadian Transportation Research Forum's Scholarship program","Programme de bourses pour le Groupe de recherches sur les transports au Canada",24000,24000,24000,24000,24000,24000,21000,21000,24000,24000
"TC","g","Grants to support clean transportation initiatives","Subventions à l'appui des initiatives en matière de transports propres",1750000,250000,250000,250000,277351,27350,250000,250000,250000,250000
"TC","c","Payments to other governments or international agencies for the operation and maintenance of airports, air navigation and airways facilities","Versements aux autres gouvernements ou organismes internationaux pour l'exploitation et l'entretien des aéroports, des installations de navigation aérienne et des voies aériennes",100000,48697,44835,44835,100000,47967,100000,43137,100000,54628
"TC","g","Grant to close grade crossings","Subvention pour la fermeture de passages à niveau",262360,140000,95000,95000,200000,95000,300000,95000,300000,125000
"TC","g","Grant to the International Civil Aviation Organization for Cooperative Development of Operational Safety and Continuing Airworthiness Program","Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité de l'Organisation de l'aviation civile internationale",130000,130000,130000,130000,130000,130000,130000,130000,130000,130000
"TC","g","Grant for the Northern Transportation Adaptation Initiative","Subvention pour l'Initiative d'adaptation des transports dans le Nord",75000,74780,249985,249985,200000,150000,0,0,106486,90000
"TC","c","Contributions to the Railway Association of Canada for Operation Lifesaver","Contributions à l'Association des chemins de fer du Canada dans le cadre du Programme Opération Gareautrain",300000,300000,300000,300000,300000,300000,300000,300000,300000,300000
"TC","c","Allowances to former employees of Newfoundland Railways, Steamships and Telecommunications Services transferred to Canadian National Railways","Allocations aux anciens employés des services des chemins de fer, des navires à vapeur et des  télécommunications de Terre-Neuve mutés aux Chemins de fer nationaux du Canada",584000,378710,391369,391369,481650,316630,275098,275098,484000,250258
"TC","c","Transportation Association of Canada","Association des transports du Canada",396339,246339,410294,410294,445911,445911,432575,432575,431922,431922
"TC","c","Contribution to Provide Short Term Financial Assistance for the Costs of Repairs, Maintenance, Rehabilitation and Other Related Initiatives Supporting the Ongoing Operations for the Port of Churc","Contribution en vue de fournir une aide financière à court terme afin de couvrir les coûts de réparation, d’entretien, de remise en état du port de Churchill et d’initiatives connexes destinées à en soutenir l’exploitation continue",1000000,969099,2100000,2100000,1000000,903176,0,0,0,0
"TC","c","Contribution in Support of Boating Safety","Contribution à l'appui de la sécurité nautique",491700,433319,528875,528875,1000000,930663,1167388,1167388,1327786,1327786
"TC","c","Airports Operations and Maintenance Subsidy Program","Programme pour l'exploitation et l'entretien des aéroports",2400000,2053463,1401487,1401487,1600000,1226343,1681470,1681470,1880000,1879777
"TC","c","Contribution for the Northern Transportation Adaptation Initiative","Contribution pour l'Initiative d'adaptation des transports dans le nord",1215000,286040,859383,859383,1307574,1307574,1146488,1146488,738514,738514
"TC","c","Labrador Coastal Airstrips Restoration Program","Programme de réfection des bandes d'atterrissage de la côte du Labrador",2316021,2166021,550000,550000,1600620,1600620,1000000,1000000,1000000,930000
"TC","c","Port Divestiture Fund","Fonds de cession des ports",13074688,12949644,24311814,24311814,2961864,2961864,126631,69322,0,0
"TC","c","(S) Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on roadway portion of t","(S) Versements à la Compagnie des chemins de fer nationaux du Canada à l'égard de l'abolition des péages sur le pont Victoria à Montréal, et pour la réfection de la voie de circulation du pont",2279260,2279260,3300000,3300000,3300000,3300000,3300000,3300000,3300000,3300000
